Date,Hour,load,T
2012/2/6,9,3696,28.67
2012/2/6,10,3695,33.33
2012/2/6,11,3668,36.67
2012/2/6,12,3635,40.00
2012/2/6,13,3566,41.67
2012/2/6,14,3511,45.33
2012/2/6,15,3445,46.67
2012/2/6,16,3413,48.67
2012/2/6,17,3532,48.67
2012/2/6,18,3869,46.33
2012/2/6,19,3944,42.33
2012/2/6,20,3813,41.33
2012/2/6,21,3618,40.33
2012/2/6,22,3336,40.00
2012/2/6,23,3038,39.33
2012/2/6,24,2768,35.33
2012/2/7,1,2612,33.33
2012/2/7,2,2532,31.67
2012/2/7,3,2494,30.67
2012/2/7,4,2496,29.00
2012/2/7,5,2596,30.00
2012/2/7,6,2875,30.67
2012/2/7,7,3349,32.67
2012/2/7,8,3556,31.33
2012/2/7,9,3572,34.00
2012/2/7,10,3584,34.33
2012/2/7,11,3603,35.33
2012/2/7,12,3579,36.00
2012/2/7,13,3530,37.33
2012/2/7,14,3517,36.33
2012/2/7,15,3480,37.00
2012/2/7,16,3498,35.33
2012/2/7,17,3631,34.33
2012/2/7,18,3968,32.00
2012/2/7,19,4047,30.00
2012/2/7,20,3968,27.67
2012/2/7,21,3807,26.00
2012/2/7,22,3546,24.67
2012/2/7,23,3238,23.00
2012/2/7,24,2987,21.33
2012/2/8,1,2841,20.00
2012/2/8,2,2770,18.00
2012/2/8,3,2754,17.00
2012/2/8,4,2763,16.67
2012/2/8,5,2869,15.00
2012/2/8,6,3160,15.00
2012/2/8,7,3665,13.00
2012/2/8,8,3854,12.33
2012/2/8,9,3845,16.33
2012/2/8,10,3801,20.67
2012/2/8,11,3738,23.33
2012/2/8,12,3693,26.33
2012/2/8,13,3623,28.00
2012/2/8,14,3586,31.00
2012/2/8,15,3510,32.67
2012/2/8,16,3528,34.33
2012/2/8,17,3666,33.67
2012/2/8,18,3988,31.67
2012/2/8,19,4051,30.67
2012/2/8,20,3958,30.67
2012/2/8,21,3789,30.00
2012/2/8,22,3503,29.00
2012/2/8,23,3168,29.67
2012/2/8,24,2916,28.33
2012/2/9,1,2750,27.67
2012/2/9,2,2673,27.33
2012/2/9,3,2641,25.33
2012/2/9,4,2643,25.00
2012/2/9,5,2741,23.67
2012/2/9,6,3031,22.00
2012/2/9,7,3534,21.00
2012/2/9,8,3705,20.00
2012/2/9,9,3688,22.67
2012/2/9,10,3640,29.33
2012/2/9,11,3600,33.00
2012/2/9,12,3558,35.67
2012/2/9,13,3489,38.33
2012/2/9,14,3459,40.33
2012/2/9,15,3407,42.67
2012/2/9,16,3404,42.67
2012/2/9,17,3520,42.00
2012/2/9,18,3841,39.00
2012/2/9,19,3931,36.33
2012/2/9,20,3846,32.67
2012/2/9,21,3697,27.33
2012/2/9,22,3431,25.67
2012/2/9,23,3119,24.33
2012/2/9,24,2865,24.67
2012/2/10,1,2719,23.33
2012/2/10,2,2640,24.33
2012/2/10,3,2603,23.33
2012/2/10,4,2614,21.67
2012/2/10,5,2716,20.67
2012/2/10,6,3006,21.67
2012/2/10,7,3481,21.00
2012/2/10,8,3666,20.33
2012/2/10,9,3652,22.33
2012/2/10,10,3603,28.67
2012/2/10,11,3578,35.00
2012/2/10,12,3533,38.67
2012/2/10,13,3456,41.33
2012/2/10,14,3393,43.33
2012/2/10,15,3348,44.00
2012/2/10,16,3345,43.33
2012/2/10,17,3462,42.00
2012/2/10,18,3741,40.00
2012/2/10,19,3763,38.33
2012/2/10,20,3649,37.67
2012/2/10,21,3494,36.67
2012/2/10,22,3297,36.00
2012/2/10,23,3046,35.00
2012/2/10,24,2804,34.67
2012/2/11,1,2632,34.33
2012/2/11,2,2531,34.33
2012/2/11,3,2454,34.33
2012/2/11,4,2441,33.33
2012/2/11,5,2485,32.00
2012/2/11,6,2598,29.67
2012/2/11,7,2812,28.00
2012/2/11,8,3057,25.67
2012/2/11,9,3301,25.33
2012/2/11,10,3453,25.67
2012/2/11,11,3495,26.67
2012/2/11,12,3480,27.67
2012/2/11,13,3419,28.33
2012/2/11,14,3383,28.00
2012/2/11,15,3350,27.33
2012/2/11,16,3338,27.67
2012/2/11,17,3455,27.00
2012/2/11,18,3738,26.33
2012/2/11,19,3793,24.67
2012/2/11,20,3683,23.00
2012/2/11,21,3554,23.00
2012/2/11,22,3375,22.00
2012/2/11,23,3144,20.67
2012/2/11,24,2951,19.33
2012/2/12,1,2814,16.33
2012/2/12,2,2744,14.33
2012/2/12,3,2711,12.67
2012/2/12,4,2697,12.00
2012/2/12,5,2737,11.33
2012/2/12,6,2825,10.67
2012/2/12,7,2989,10.00
2012/2/12,8,3195,9.33
2012/2/12,9,3446,10.67
2012/2/12,10,3584,11.67
2012/2/12,11,3650,13.00
2012/2/12,12,3655,14.33
2012/2/12,13,3618,16.33
2012/2/12,14,3578,16.67
2012/2/12,15,3534,15.67
2012/2/12,16,3558,15.33
2012/2/12,17,3743,15.00
2012/2/12,18,4106,13.00
2012/2/12,19,4193,11.67
2012/2/12,20,4082,12.00
2012/2/12,21,3904,11.00
2012/2/12,22,3637,10.33
2012/2/12,23,3347,10.67
2012/2/12,24,3123,11.00
2012/2/13,1,2986,11.00
2012/2/13,2,2914,10.67
2012/2/13,3,2901,10.33
2012/2/13,4,2920,10.67
2012/2/13,5,3023,11.33
2012/2/13,6,3288,12.00
2012/2/13,7,3766,13.00
2012/2/13,8,3940,13.00
2012/2/13,9,3929,16.00
2012/2/13,10,3901,19.67
2012/2/13,11,3863,24.33
2012/2/13,12,3830,27.33
2012/2/13,13,3765,31.67
2012/2/13,14,3726,33.33
2012/2/13,15,3666,35.00
2012/2/13,16,3639,34.67
2012/2/13,17,3725,35.00
2012/2/13,18,4023,33.00
2012/2/13,19,4136,31.67
2012/2/13,20,4024,30.00
2012/2/13,21,3853,28.67
2012/2/13,22,3576,27.33
2012/2/13,23,3238,26.67
2012/2/13,24,2983,24.33
2012/2/14,1,2823,25.00
2012/2/14,2,2734,24.67
2012/2/14,3,2723,25.00
2012/2/14,4,2721,24.33
2012/2/14,5,2825,23.00
2012/2/14,6,3084,21.67
2012/2/14,7,3568,19.67
2012/2/14,8,3734,19.33
2012/2/14,9,3731,23.00
2012/2/14,10,3695,28.33
2012/2/14,11,3692,31.33
2012/2/14,12,3654,34.67
2012/2/14,13,3593,36.00
2012/2/14,14,3551,37.67
2012/2/14,15,3499,39.00
2012/2/14,16,3497,38.67
2012/2/14,17,3585,39.67
2012/2/14,18,3876,37.67
2012/2/14,19,3969,34.33
2012/2/14,20,3849,34.33
2012/2/14,21,3680,33.00
2012/2/14,22,3399,32.00
2012/2/14,23,3071,32.00
2012/2/14,24,2830,32.00
2012/2/15,1,2669,33.00
2012/2/15,2,2591,32.67
2012/2/15,3,2555,32.00
2012/2/15,4,2545,31.67
2012/2/15,5,2640,30.67
2012/2/15,6,2930,31.33
2012/2/15,7,3398,30.33
2012/2/15,8,3627,30.33
2012/2/15,9,3649,31.67
2012/2/15,10,3642,34.33
2012/2/15,11,3655,37.00
2012/2/15,12,3640,38.33
2012/2/15,13,3595,39.00
2012/2/15,14,3575,39.67
2012/2/15,15,3519,40.33
2012/2/15,16,3511,40.00
2012/2/15,17,3605,40.00
2012/2/15,18,3871,39.00
2012/2/15,19,3946,37.33
2012/2/15,20,3836,36.00
2012/2/15,21,3642,34.67
2012/2/15,22,3370,34.33
2012/2/15,23,3047,33.67
2012/2/15,24,2800,32.33
2012/2/16,1,2642,33.33
2012/2/16,2,2546,32.33
2012/2/16,3,2503,32.67
2012/2/16,4,2523,30.33
2012/2/16,5,2615,29.00
2012/2/16,6,2906,28.33
2012/2/16,7,3374,29.33
2012/2/16,8,3575,29.33
2012/2/16,9,3575,32.67
2012/2/16,10,3570,36.00
2012/2/16,11,3551,40.00
2012/2/16,12,3527,42.00
2012/2/16,13,3500,43.00
2012/2/16,14,3491,43.33
2012/2/16,15,3445,43.67
2012/2/16,16,3437,43.00
2012/2/16,17,3574,41.67
2012/2/16,18,3835,39.33
2012/2/16,19,3911,38.00
2012/2/16,20,3804,37.00
2012/2/16,21,3638,36.67
2012/2/16,22,3361,36.33
2012/2/16,23,3038,36.67
2012/2/16,24,2775,37.33
2012/2/17,1,2608,37.33
2012/2/17,2,2512,37.00
2012/2/17,3,2466,37.00
2012/2/17,4,2467,36.67
2012/2/17,5,2550,36.67
2012/2/17,6,2819,37.00
2012/2/17,7,3275,37.33
2012/2/17,8,3499,37.00
2012/2/17,9,3570,38.00
2012/2/17,10,3605,40.00
2012/2/17,11,3611,41.67
2012/2/17,12,3571,43.33
2012/2/17,13,3523,44.67
2012/2/17,14,3472,44.00
2012/2/17,15,3420,45.33
2012/2/17,16,3401,44.33
2012/2/17,17,3478,43.00
2012/2/17,18,3708,42.00
2012/2/17,19,3776,40.00
2012/2/17,20,3661,39.67
2012/2/17,21,3512,38.00
2012/2/17,22,3307,36.33
2012/2/17,23,3041,36.00
2012/2/17,24,2800,32.67
2012/2/18,1,2623,31.00
2012/2/18,2,2529,33.00
2012/2/18,3,2492,31.33
2012/2/18,4,2475,33.00
2012/2/18,5,2508,33.33
2012/2/18,6,2633,33.00
2012/2/18,7,2853,32.33
2012/2/18,8,3081,32.00
2012/2/18,9,3308,33.33
2012/2/18,10,3415,36.33
2012/2/18,11,3441,38.00
2012/2/18,12,3413,38.67
2012/2/18,13,3320,40.33
2012/2/18,14,3237,40.67
2012/2/18,15,3192,40.33
2012/2/18,16,3197,41.67
2012/2/18,17,3323,40.33
2012/2/18,18,3614,37.67
2012/2/18,19,3687,36.00
2012/2/18,20,3564,35.00
2012/2/18,21,3434,34.00
2012/2/18,22,3264,32.67
2012/2/18,23,2999,31.00
2012/2/18,24,2789,29.67
2012/2/19,1,2629,29.00
2012/2/19,2,2550,29.00
2012/2/19,3,2510,28.33
2012/2/19,4,2502,28.67
2012/2/19,5,2534,27.00
2012/2/19,6,2622,27.00
2012/2/19,7,2754,25.67
2012/2/19,8,2968,24.67
2012/2/19,9,3205,28.33
2012/2/19,10,3325,30.33
2012/2/19,11,3345,32.67
2012/2/19,12,3343,34.67
2012/2/19,13,3295,36.67
2012/2/19,14,3240,37.67
2012/2/19,15,3194,37.67
2012/2/19,16,3207,38.33
2012/2/19,17,3347,36.33
2012/2/19,18,3683,35.00
2012/2/19,19,3829,31.67
2012/2/19,20,3706,30.33
2012/2/19,21,3538,28.00
2012/2/19,22,3308,27.00
2012/2/19,23,3045,25.33
2012/2/19,24,2833,25.67
2012/2/20,1,2733,25.00
2012/2/20,2,2657,23.67
2012/2/20,3,2586,23.67
2012/2/20,4,2604,23.00
2012/2/20,5,2673,22.67
2012/2/20,6,2889,22.33
2012/2/20,7,3238,20.33
2012/2/20,8,3469,20.00
2012/2/20,9,3596,23.33
2012/2/20,10,3664,25.67
2012/2/20,11,3690,27.67
2012/2/20,12,3672,30.33
2012/2/20,13,3606,32.33
2012/2/20,14,3543,34.00
2012/2/20,15,3495,35.00
2012/2/20,16,3484,34.33
2012/2/20,17,3593,34.67
2012/2/20,18,3909,33.00
2012/2/20,19,4050,31.33
2012/2/20,20,3916,29.33
2012/2/20,21,3719,27.00
2012/2/20,22,3448,26.33
2012/2/20,23,3124,25.00
2012/2/20,24,2876,23.67
2012/2/21,1,2739,23.67
2012/2/21,2,2666,22.33
2012/2/21,3,2637,21.00
2012/2/21,4,2660,18.33
2012/2/21,5,2761,18.00
2012/2/21,6,3029,18.33
2012/2/21,7,3444,17.00
2012/2/21,8,3654,16.00
2012/2/21,9,3689,22.00
2012/2/21,10,3664,28.67
2012/2/21,11,3646,31.67
2012/2/21,12,3593,34.67
2012/2/21,13,3543,36.00
2012/2/21,14,3517,37.00
2012/2/21,15,3497,38.67
2012/2/21,16,3507,38.33
2012/2/21,17,3614,38.00
2012/2/21,18,3913,37.67
2012/2/21,19,4007,37.33
2012/2/21,20,3878,37.33
2012/2/21,21,3671,37.00
2012/2/21,22,3396,36.33
2012/2/21,23,3061,34.00
2012/2/21,24,2812,34.00
2012/2/22,1,2644,34.00
2012/2/22,2,2555,33.67
2012/2/22,3,2510,33.00
2012/2/22,4,2503,33.00
2012/2/22,5,2599,31.33
2012/2/22,6,2864,32.33
2012/2/22,7,3278,32.00
2012/2/22,8,3519,32.67
2012/2/22,9,3578,34.00
2012/2/22,10,3594,35.00
2012/2/22,11,3603,37.67
2012/2/22,12,3567,41.67
2012/2/22,13,3504,47.33
2012/2/22,14,3459,48.33
2012/2/22,15,3391,49.67
2012/2/22,16,3362,50.33
2012/2/22,17,3439,49.00
2012/2/22,18,3737,46.67
2012/2/22,19,3852,43.00
2012/2/22,20,3759,41.00
2012/2/22,21,3567,41.33
2012/2/22,22,3298,40.67
2012/2/22,23,2965,39.00
2012/2/22,24,2723,39.67
2012/2/23,1,2556,38.00
2012/2/23,2,2464,37.67
2012/2/23,3,2421,38.00
2012/2/23,4,2436,38.67
2012/2/23,5,2519,37.00
2012/2/23,6,2797,35.67
2012/2/23,7,3226,36.00
2012/2/23,8,3483,36.67
2012/2/23,9,3563,35.67
2012/2/23,10,3618,36.33
2012/2/23,11,3648,38.33
2012/2/23,12,3646,39.67
2012/2/23,13,3588,43.00
2012/2/23,14,3541,45.00
2012/2/23,15,3510,42.67
2012/2/23,16,3469,43.00
2012/2/23,17,3511,41.67
2012/2/23,18,3765,40.67
2012/2/23,19,3898,38.67
2012/2/23,20,3801,38.00
2012/2/23,21,3625,36.00
2012/2/23,22,3357,34.00
2012/2/23,23,3038,33.00
2012/2/23,24,2785,30.33
2012/2/24,1,2615,28.00
2012/2/24,2,2516,26.67
2012/2/24,3,2472,27.00
2012/2/24,4,2479,27.33
2012/2/24,5,2567,27.33
2012/2/24,6,2816,27.67
2012/2/24,7,3222,28.33
2012/2/24,8,3478,29.00
2012/2/24,9,3573,30.67
2012/2/24,10,3628,33.00
2012/2/24,11,3665,35.00
2012/2/24,12,3670,36.33
2012/2/24,13,3643,36.00
2012/2/24,14,3626,36.33
2012/2/24,15,3600,35.33
2012/2/24,16,3590,34.67
2012/2/24,17,3690,35.33
2012/2/24,18,3871,34.33
2012/2/24,19,3874,33.00
2012/2/24,20,3744,34.00
2012/2/24,21,3557,34.67
2012/2/24,22,3331,35.00
2012/2/24,23,3042,35.00
2012/2/24,24,2793,34.33
2012/2/25,1,2611,33.67
2012/2/25,2,2500,33.00
2012/2/25,3,2441,33.00
2012/2/25,4,2424,33.67
2012/2/25,5,2469,34.00
2012/2/25,6,2581,34.33
2012/2/25,7,2759,34.33
2012/2/25,8,2953,34.00
2012/2/25,9,3165,34.00
2012/2/25,10,3333,34.67
2012/2/25,11,3401,34.67
2012/2/25,12,3409,35.00
2012/2/25,13,3370,35.33
2012/2/25,14,3338,35.33
2012/2/25,15,3311,36.00
2012/2/25,16,3312,35.00
2012/2/25,17,3400,33.00
2012/2/25,18,3659,32.00
2012/2/25,19,3770,30.67
2012/2/25,20,3649,30.33
2012/2/25,21,3466,29.00
2012/2/25,22,3283,28.00
2012/2/25,23,3024,27.00
2012/2/25,24,2839,26.00
2012/2/26,1,2689,25.00
2012/2/26,2,2603,23.67
2012/2/26,3,2559,23.00
2012/2/26,4,2563,22.33
2012/2/26,5,2599,21.33
2012/2/26,6,2691,20.33
2012/2/26,7,2833,19.33
2012/2/26,8,3028,19.33
2012/2/26,9,3293,21.00
2012/2/26,10,3385,22.67
2012/2/26,11,3433,25.33
2012/2/26,12,3428,27.00
2012/2/26,13,3397,30.00
2012/2/26,14,3327,31.33
2012/2/26,15,3251,32.67
2012/2/26,16,3265,32.33
2012/2/26,17,3378,31.67
2012/2/26,18,3647,30.00
2012/2/26,19,3840,27.67
2012/2/26,20,3726,26.33
2012/2/26,21,3529,25.00
2012/2/26,22,3283,24.00
2012/2/26,23,3016,23.33
2012/2/26,24,2823,21.33
2012/2/27,1,2687,20.00
2012/2/27,2,2635,18.67
2012/2/27,3,2612,17.00
2012/2/27,4,2630,16.67
2012/2/27,5,2739,16.67
2012/2/27,6,3007,16.67
2012/2/27,7,3392,16.67
2012/2/27,8,3601,16.67
2012/2/27,9,3672,21.67
2012/2/27,10,3701,25.33
2012/2/27,11,3694,30.67
2012/2/27,12,3675,32.33
2012/2/27,13,3651,34.67
2012/2/27,14,3641,36.33
2012/2/27,15,3579,38.00
2012/2/27,16,3543,39.33
2012/2/27,17,3623,39.67
2012/2/27,18,3854,39.00
2012/2/27,19,3966,38.00
2012/2/27,20,3845,37.67
2012/2/27,21,3626,36.67
2012/2/27,22,3355,34.33
2012/2/27,23,3070,31.67
2012/2/27,24,2837,32.67
2012/2/28,1,2681,32.00
2012/2/28,2,2584,31.00
2012/2/28,3,2539,35.00
2012/2/28,4,2535,34.67
2012/2/28,5,2626,32.67
2012/2/28,6,2916,31.33
2012/2/28,7,3316,29.33
2012/2/28,8,3524,31.33
2012/2/28,9,3594,32.33
2012/2/28,10,3615,31.67
2012/2/28,11,3600,32.67
2012/2/28,12,3579,33.00
2012/2/28,13,3506,33.33
2012/2/28,14,3478,34.33
2012/2/28,15,3429,34.67
2012/2/28,16,3406,34.67
2012/2/28,17,3477,33.33
2012/2/28,18,3742,32.00
2012/2/28,19,3927,30.00
2012/2/28,20,3858,28.67
2012/2/28,21,3687,27.33
2012/2/28,22,3420,25.00
2012/2/28,23,3122,24.33
2012/2/28,24,2875,23.00
2012/2/29,1,2741,22.67
2012/2/29,2,2669,21.00
2012/2/29,3,2632,22.00
2012/2/29,4,2635,22.67
2012/2/29,5,2735,23.00
2012/2/29,6,3002,23.00
2012/2/29,7,3395,22.67
2012/2/29,8,3595,24.33
2012/2/29,9,3641,25.33
2012/2/29,10,3638,27.33
2012/2/29,11,3650,29.67
2012/2/29,12,3640,31.00
2012/2/29,13,3606,32.00
2012/2/29,14,3613,31.67
2012/2/29,15,3609,31.33
2012/2/29,16,3602,31.33
2012/2/29,17,3672,31.33
2012/2/29,18,3893,30.33
2012/2/29,19,4012,30.67
2012/2/29,20,3910,31.00
2012/2/29,21,3726,31.67
2012/2/29,22,3462,31.67
2012/2/29,23,3148,30.67
2012/2/29,24,2915,30.33
2012/3/1,1,2764,30.67
2012/3/1,2,2690,30.00
2012/3/1,3,2642,30.33
2012/3/1,4,2650,29.67
2012/3/1,5,2731,29.67
2012/3/1,6,2965,28.67
2012/3/1,7,3309,28.67
2012/3/1,8,3526,27.33
2012/3/1,9,3665,26.00
2012/3/1,10,3770,27.00
2012/3/1,11,3853,26.00
2012/3/1,12,3888,26.00
2012/3/1,13,3886,25.67
2012/3/1,14,3853,25.67
2012/3/1,15,3795,26.33
2012/3/1,16,3745,26.67
2012/3/1,17,3786,26.33
2012/3/1,18,3987,26.00
2012/3/1,19,4115,25.33
2012/3/1,20,3996,24.67
2012/3/1,21,3798,24.00
2012/3/1,22,3514,23.00
2012/3/1,23,3200,23.00
2012/3/1,24,2951,22.67
2012/3/2,1,2814,22.33
2012/3/2,2,2716,21.67
2012/3/2,3,2655,21.67
2012/3/2,4,2673,21.33
2012/3/2,5,2752,20.67
2012/3/2,6,3026,21.00
2012/3/2,7,3391,20.67
2012/3/2,8,3605,21.00
2012/3/2,9,3677,21.67
2012/3/2,10,3692,23.33
2012/3/2,11,3696,25.67
2012/3/2,12,3666,26.00
2012/3/2,13,3609,27.67
2012/3/2,14,3583,28.67
2012/3/2,15,3523,29.33
2012/3/2,16,3496,30.00
2012/3/2,17,3555,30.33
2012/3/2,18,3748,30.33
2012/3/2,19,3858,29.33
2012/3/2,20,3764,29.33
2012/3/2,21,3609,29.00
2012/3/2,22,3400,30.00
2012/3/2,23,3129,30.33
2012/3/2,24,2871,30.67
2012/3/3,1,2725,30.67
2012/3/3,2,2636,30.00
2012/3/3,3,2576,30.00
2012/3/3,4,2550,30.33
2012/3/3,5,2570,32.67
2012/3/3,6,2668,33.67
2012/3/3,7,2842,34.33
2012/3/3,8,3050,35.33
2012/3/3,9,3295,36.33
2012/3/3,10,3468,36.67
2012/3/3,11,3529,37.00
2012/3/3,12,3562,38.00
2012/3/3,13,3493,38.00
2012/3/3,14,3380,39.33
2012/3/3,15,3266,40.33
2012/3/3,16,3209,41.00
2012/3/3,17,3264,41.00
2012/3/3,18,3487,40.67
2012/3/3,19,3664,39.00
2012/3/3,20,3563,38.67
2012/3/3,21,3427,38.67
2012/3/3,22,3221,38.00
2012/3/3,23,2968,37.33
2012/3/3,24,2746,38.00
2012/3/4,1,2592,37.67
2012/3/4,2,2499,37.00
2012/3/4,3,2451,36.00
2012/3/4,4,2436,35.33
2012/3/4,5,2464,32.00
2012/3/4,6,2548,31.67
2012/3/4,7,2686,30.33
2012/3/4,8,2881,29.33
2012/3/4,9,3113,30.00
2012/3/4,10,3274,31.33
2012/3/4,11,3324,32.33
2012/3/4,12,3324,33.67
2012/3/4,13,3297,35.33
2012/3/4,14,3229,35.67
2012/3/4,15,3190,35.33
2012/3/4,16,3185,35.67
2012/3/4,17,3279,36.00
2012/3/4,18,3526,35.33
2012/3/4,19,3728,32.67
2012/3/4,20,3641,31.67
2012/3/4,21,3446,27.33
2012/3/4,22,3186,27.33
2012/3/4,23,2903,26.00
2012/3/4,24,2689,24.33
2012/3/5,1,2598,25.00
2012/3/5,2,2549,24.33
2012/3/5,3,2540,24.33
2012/3/5,4,2576,22.67
2012/3/5,5,2678,21.67
2012/3/5,6,2981,21.33
2012/3/5,7,3421,19.67
2012/3/5,8,3630,19.00
2012/3/5,9,3684,19.33
2012/3/5,10,3708,19.33
2012/3/5,11,3719,20.33
2012/3/5,12,3692,22.00
2012/3/5,13,3631,22.67
2012/3/5,14,3575,24.33
2012/3/5,15,3510,26.00
2012/3/5,16,3494,26.67
2012/3/5,17,3578,26.67
2012/3/5,18,3815,25.67
2012/3/5,19,4060,23.33
2012/3/5,20,3972,21.67
2012/3/5,21,3817,19.67
2012/3/5,22,3545,19.00
2012/3/5,23,3210,17.33
2012/3/5,24,2952,18.00
2012/3/6,1,2827,16.67
2012/3/6,2,2769,14.67
2012/3/6,3,2736,13.33
2012/3/6,4,2753,12.67
2012/3/6,5,2864,12.33
2012/3/6,6,3155,11.33
2012/3/6,7,3580,11.00
2012/3/6,8,3758,10.33
2012/3/6,9,3747,14.67
2012/3/6,10,3704,18.67
2012/3/6,11,3680,21.33
2012/3/6,12,3635,24.33
2012/3/6,13,3563,26.33
2012/3/6,14,3528,29.33
2012/3/6,15,3481,31.00
2012/3/6,16,3453,32.33
2012/3/6,17,3510,32.67
2012/3/6,18,3731,33.00
2012/3/6,19,3988,31.67
2012/3/6,20,3928,29.00
2012/3/6,21,3767,27.33
2012/3/6,22,3477,25.33
2012/3/6,23,3151,24.67
2012/3/6,24,2882,25.00
2012/3/7,1,2762,25.00
2012/3/7,2,2694,24.33
2012/3/7,3,2657,23.67
2012/3/7,4,2660,25.00
2012/3/7,5,2750,28.33
2012/3/7,6,3041,29.00
2012/3/7,7,3454,27.67
2012/3/7,8,3633,28.33
2012/3/7,9,3605,32.33
2012/3/7,10,3566,37.33
2012/3/7,11,3541,40.00
2012/3/7,12,3479,42.67
2012/3/7,13,3427,46.33
2012/3/7,14,3405,49.00
2012/3/7,15,3341,51.33
2012/3/7,16,3309,52.67
2012/3/7,17,3366,53.33
2012/3/7,18,3594,53.00
2012/3/7,19,3858,49.33
2012/3/7,20,3778,49.00
2012/3/7,21,3592,48.67
2012/3/7,22,3320,48.33
2012/3/7,23,2985,47.00
2012/3/7,24,2723,47.00
2012/3/8,1,2573,46.67
2012/3/8,2,2502,46.33
2012/3/8,3,2460,46.00
2012/3/8,4,2457,44.33
2012/3/8,5,2543,45.00
2012/3/8,6,2833,45.33
2012/3/8,7,3247,46.33
2012/3/8,8,3444,45.67
2012/3/8,9,3457,49.67
2012/3/8,10,3453,52.00
2012/3/8,11,3447,54.33
2012/3/8,12,3442,57.33
2012/3/8,13,3399,58.33
2012/3/8,14,3383,60.33
2012/3/8,15,3355,61.33
2012/3/8,16,3344,60.67
2012/3/8,17,3418,58.67
2012/3/8,18,3627,57.00
2012/3/8,19,3770,56.00
2012/3/8,20,3677,56.33
2012/3/8,21,3501,55.33
2012/3/8,22,3228,53.00
2012/3/8,23,2877,51.33
2012/3/8,24,2616,51.00
2012/3/9,1,2468,50.67
2012/3/9,2,2417,47.00
2012/3/9,3,2380,43.00
2012/3/9,4,2382,40.00
2012/3/9,5,2471,37.33
2012/3/9,6,2750,36.00
2012/3/9,7,3197,34.00
2012/3/9,8,3430,33.33
2012/3/9,9,3470,33.00
2012/3/9,10,3487,35.00
2012/3/9,11,3488,34.67
2012/3/9,12,3466,36.67
2012/3/9,13,3415,37.00
2012/3/9,14,3383,37.67
2012/3/9,15,3326,39.33
2012/3/9,16,3312,40.00
2012/3/9,17,3356,39.33
2012/3/9,18,3502,38.67
2012/3/9,19,3693,35.67
2012/3/9,20,3612,32.67
2012/3/9,21,3479,31.00
2012/3/9,22,3294,30.00
2012/3/9,23,3029,30.33
2012/3/9,24,2769,29.67
2012/3/10,1,2602,29.67
2012/3/10,2,2529,28.33
2012/3/10,3,2489,29.33
2012/3/10,4,2479,29.33
2012/3/10,5,2530,28.67
2012/3/10,6,2645,28.33
2012/3/10,7,2836,27.67
2012/3/10,8,3076,26.67
2012/3/10,9,3262,26.00
2012/3/10,10,3382,26.33
2012/3/10,11,3382,28.00
2012/3/10,12,3362,29.33
2012/3/10,13,3293,30.33
2012/3/10,14,3220,32.33
2012/3/10,15,3162,34.00
2012/3/10,16,3147,35.67
2012/3/10,17,3211,36.33
2012/3/10,18,3390,37.00
2012/3/10,19,3606,35.00
2012/3/10,20,3526,33.00
2012/3/10,21,3393,30.33
2012/3/10,22,3189,28.67
2012/3/10,23,2936,28.00
2012/3/10,24,2731,28.33
2012/3/11,1,2591,28.00
2012/3/11,2,2552,28.33
2012/3/11,3,2513,28.67
2012/3/11,4,2489,29.67
2012/3/11,5,2477,29.00
2012/3/11,6,2517,30.00
2012/3/11,7,2632,29.67
2012/3/11,8,2796,29.67
2012/3/11,9,3004,30.67
2012/3/11,10,3178,33.67
2012/3/11,11,3240,37.00
2012/3/11,12,3227,41.33
2012/3/11,13,3200,44.67
2012/3/11,14,3128,47.33
2012/3/11,15,3045,50.67
2012/3/11,16,2996,51.67
2012/3/11,17,3020,53.33
2012/3/11,18,3122,54.67
2012/3/11,19,3288,54.00
2012/3/11,20,3523,50.00
2012/3/11,21,3417,45.67
2012/3/11,22,3156,44.33
2012/3/11,23,2879,41.00
2012/3/11,24,2580,39.67
2012/3/12,1,2464,37.67
2012/3/12,2,2378,35.33
2012/3/12,3,2360,33.67
2012/3/12,4,2373,33.67
2012/3/12,5,2454,32.67
2012/3/12,6,2748,31.00
2012/3/12,7,3251,32.33
2012/3/12,8,3500,31.67
2012/3/12,9,3517,32.33
2012/3/12,10,3491,39.33
2012/3/12,11,3498,48.33
2012/3/12,12,3494,55.33
2012/3/12,13,3427,59.33
2012/3/12,14,3394,60.67
2012/3/12,15,3321,63.00
2012/3/12,16,3264,62.67
2012/3/12,17,3255,63.00
2012/3/12,18,3329,62.33
2012/3/12,19,3465,60.00
2012/3/12,20,3616,54.33
2012/3/12,21,3488,51.67
2012/3/12,22,3213,49.67
2012/3/12,23,2876,49.00
2012/3/12,24,2592,47.33
2012/3/13,1,2415,47.00
2012/3/13,2,2307,46.67
2012/3/13,3,2280,46.67
2012/3/13,4,2283,45.33
2012/3/13,5,2364,46.00
2012/3/13,6,2631,48.00
2012/3/13,7,3112,47.67
2012/3/13,8,3363,47.33
2012/3/13,9,3423,48.00
2012/3/13,10,3438,49.33
2012/3/13,11,3442,51.00
2012/3/13,12,3428,53.00
2012/3/13,13,3392,56.67
2012/3/13,14,3378,61.67
2012/3/13,15,3332,63.67
2012/3/13,16,3311,63.67
2012/3/13,17,3328,62.67
2012/3/13,18,3379,60.33
